config_name,model_name,learning_rate,batch_size,weight_decay,description,best_val_acc,best_val_loss,final_train_acc,final_train_loss,total_params,trainable_params,run_id,checkpoint_path
mobilenetv3_large,mobilenetv3_large_100,0.001,32,0.0001,MobileNetV3-Large for faster inference,98.29545454545455,0.049021003147679626,97.21153846153847,0.08601825346883674,4862006,4862006,adf0b851ce874d07b13c9e03a67ce7df,models\mobilenetv3_large\best_model.pth
